"Time [ms]","Moving1.Torque [mNewtonMeter]"
19.5,15.4719194179054
19.5833333333334,17.0561103605286
19.6666666666667,17.2917703254478
19.75,18.5674949166981
19.8333333333334,21.4836745276628
19.9166666666667,22.1065957981454
20,18.7182874900917
20.0833333333334,14.7019149692813
20.1666666666667,14.3905098648741
20.25,16.4761378820645
20.3333333333334,17.3075324619083
20.4166666666667,17.6466824693877
20.5,19.775818147961
20.5833333333334,22.3366262256522
20.6666666666667,20.9571466959329
20.75,16.6649381715058
20.8333333333334,13.8825332016387
20.9166666666667,15.1888136046544
21,16.9734861922896
21.0833333333334,17.3018914891727
21.1666666666667,18.2806046469488
21.2500000000001,21.1319289492968
21.3333333333334,22.3547986951301
21.4166666666667,19.354394407866
21.5000000000001,15.1547525753982
21.5833333333334,14.1807469899147
21.6666666666667,16.1714449693538
21.7500000000001,17.2187218435889
21.8333333333334,17.4629995406647
21.9166666666667,19.3165935783623
22.0000000000001,22.1406980064523
22.0833333333334,21.4340095688303
22.1666666666667,17.3484307830578
22.2500000000001,14.0457625945321
22.3333333333334,14.9046749455229
22.4166666666667,16.9487716469493
22.5000000000001,17.2661800441953
22.5833333333334,18.0384598835592
22.6666666666667,20.7299004650662
22.7500000000001,22.4857911846823
22.8333333333334,19.9850985921983
22.9166666666667,15.6231949498035
23.0000000000001,13.9566500920628
23.0833333333334,15.8953951732577
23.1666666666667,17.1067994994095
23.2500000000001,17.3881184315112
23.3333333333334,18.8980755860073
23.4166666666667,21.8641693332731
23.5000000000001,21.7869522706479
23.5833333333334,17.9973863060178
23.6666666666668,14.334739316091
23.7500000000001,14.6033570839454
23.8333333333334,16.6807939615803
23.9166666666668,17.2840665612799
24.0000000000001,17.8025304698895
24.0833333333334,20.2478769319136
24.1666666666668,22.4869133720566
24.2500000000001,20.5265839228999
24.3333333333334,16.17793491242
24.4166666666668,13.8825899880042
24.5000000000001,15.5077789295365
24.5833333333334,17.0403443639489
24.6666666666668,17.2755264715034
24.7500000000001,18.4857533689133
24.8333333333334,21.4643374730101
24.9166666666668,22.0850492407206
25,18.6204794383569
